,PeopleInHousehold,MetroAreaCode,Age,Hispanic,CountryOfBirthCode,Region_num,State_num,Married_num,Sex_num,Education_num,Race_num,Citizenship_num,EmploymentStatus_num,Industry_num
62919,2,34740.0,39,0,57,0.0,21.0,0.0,1.0,3.0,5.0,0.0,1.0,7.0
62920,3,33780.0,48,0,57,0.0,21.0,1.0,0.0,1.0,5.0,0.0,1.0,11.0
62921,3,33780.0,50,0,57,0.0,21.0,1.0,1.0,3.0,5.0,0.0,1.0,7.0
62922,3,33780.0,19,0,57,0.0,21.0,2.0,1.0,3.0,5.0,0.0,1.0,12.0
62923,2,34740.0,30,0,57,0.0,21.0,1.0,0.0,1.0,5.0,0.0,1.0,3.0
62924,2,34740.0,30,0,57,0.0,21.0,1.0,1.0,1.0,5.0,0.0,1.0,9.0
62926,4,33780.0,23,0,57,0.0,21.0,2.0,1.0,3.0,5.0,0.0,1.0,6.0
62927,4,33780.0,25,0,57,0.0,21.0,2.0,1.0,3.0,5.0,0.0,1.0,7.0
62928,4,33780.0,23,0,57,0.0,21.0,2.0,1.0,3.0,5.0,0.0,1.0,6.0
62929,4,33780.0,25,0,57,0.0,21.0,2.0,1.0,3.0,5.0,0.0,1.0,7.0
62932,6,26100.0,42,0,57,0.0,21.0,2.0,0.0,3.0,2.0,0.0,1.0,3.0
62936,6,26100.0,22,0,57,0.0,21.0,2.0,1.0,3.0,2.0,0.0,1.0,7.0
62942,2,40980.0,48,0,57,0.0,21.0,0.0,1.0,3.0,2.0,0.0,1.0,6.0
62946,2,40980.0,57,0,57,0.0,21.0,1.0,1.0,3.0,2.0,0.0,1.0,3.0
62948,2,35660.0,67,0,57,0.0,21.0,1.0,1.0,3.0,5.0,0.0,1.0,7.0
62949,2,35660.0,74,0,57,0.0,21.0,1.0,0.0,3.0,5.0,0.0,1.0,9.0
62952,4,27100.0,40,0,57,0.0,21.0,1.0,1.0,3.0,5.0,0.0,1.0,6.0
62953,4,27100.0,35,0,57,0.0,21.0,1.0,0.0,0.0,5.0,0.0,1.0,3.0
62958,3,40980.0,48,0,57,0.0,21.0,2.0,0.0,1.0,5.0,0.0,1.0,12.0
62959,3,35660.0,40,0,57,0.0,21.0,0.0,0.0,3.0,5.0,0.0,1.0,4.0
62967,2,35660.0,32,0,57,0.0,21.0,1.0,0.0,7.0,5.0,0.0,1.0,6.0
62968,2,35660.0,34,0,57,0.0,21.0,1.0,1.0,1.0,5.0,0.0,1.0,2.0
62970,2,27100.0,29,0,57,0.0,21.0,2.0,0.0,1.0,5.0,0.0,1.0,9.0
62972,2,34740.0,55,0,57,0.0,21.0,1.0,1.0,1.0,5.0,0.0,1.0,7.0
62973,2,34740.0,55,0,57,0.0,21.0,1.0,0.0,1.0,5.0,0.0,1.0,7.0
62976,1,27100.0,45,0,57,0.0,21.0,0.0,1.0,1.0,5.0,0.0,1.0,3.0
62977,1,26100.0,29,0,57,0.0,21.0,2.0,0.0,1.0,5.0,0.0,1.0,7.0
62978,4,40980.0,45,0,57,0.0,21.0,1.0,1.0,1.0,5.0,0.0,1.0,7.0
62979,4,40980.0,43,0,57,0.0,21.0,1.0,0.0,6.0,5.0,0.0,1.0,3.0
62985,3,33780.0,64,0,57,0.0,21.0,1.0,0.0,5.0,2.0,0.0,1.0,7.0
62987,2,40980.0,61,0,57,0.0,21.0,1.0,1.0,4.0,5.0,0.0,1.0,9.0
62988,2,40980.0,51,0,57,0.0,21.0,1.0,0.0,0.0,5.0,0.0,1.0,3.0
62990,2,40980.0,40,0,57,0.0,21.0,2.0,1.0,1.0,5.0,0.0,1.0,3.0
62992,2,27100.0,55,0,57,0.0,21.0,1.0,1.0,7.0,5.0,0.0,1.0,12.0
62993,2,27100.0,49,0,57,0.0,21.0,1.0,0.0,6.0,5.0,0.0,1.0,11.0
62999,2,33780.0,56,0,57,0.0,21.0,1.0,1.0,3.0,5.0,0.0,1.0,6.0
63003,4,26100.0,35,0,57,0.0,21.0,0.0,1.0,3.0,5.0,0.0,1.0,4.0
63007,1,33460.0,26,0,57,0.0,22.0,2.0,0.0,1.0,5.0,0.0,1.0,3.0
63008,2,33460.0,38,0,57,0.0,22.0,1.0,0.0,5.0,5.0,0.0,4.0,2.0
63012,2,33460.0,29,0,57,0.0,22.0,2.0,1.0,1.0,5.0,0.0,1.0,7.0
63013,2,33460.0,24,0,57,0.0,22.0,2.0,1.0,1.0,5.0,0.0,1.0,12.0
63014,2,33460.0,46,0,136,0.0,22.0,1.0,1.0,1.0,5.0,2.0,1.0,10.0
63015,2,33460.0,44,0,57,0.0,22.0,1.0,0.0,1.0,5.0,0.0,1.0,10.0
63016,2,33460.0,27,0,57,0.0,22.0,2.0,0.0,7.0,5.0,0.0,1.0,12.0
63020,1,33460.0,67,0,57,0.0,22.0,0.0,1.0,1.0,5.0,0.0,1.0,5.0
63021,2,33460.0,65,0,57,0.0,22.0,2.0,1.0,1.0,5.0,0.0,1.0,3.0
63022,2,33460.0,53,0,57,0.0,22.0,0.0,0.0,3.0,5.0,0.0,1.0,3.0
63023,1,33460.0,61,0,57,0.0,22.0,2.0,1.0,2.0,5.0,0.0,1.0,3.0
63024,1,33460.0,27,0,57,0.0,22.0,2.0,0.0,1.0,5.0,0.0,4.0,4.0
63025,4,33460.0,25,0,203,0.0,22.0,1.0,1.0,5.0,1.0,2.0,1.0,12.0
63029,1,33460.0,35,0,109,0.0,22.0,2.0,1.0,4.0,1.0,1.0,1.0,10.0
63030,1,33460.0,45,0,57,0.0,22.0,2.0,0.0,5.0,2.0,0.0,1.0,9.0
63032,3,33460.0,55,1,57,0.0,22.0,0.0,1.0,6.0,5.0,0.0,1.0,10.0
63033,3,33460.0,21,1,57,0.0,22.0,2.0,0.0,7.0,5.0,0.0,1.0,6.0
63034,3,33460.0,25,1,57,0.0,22.0,2.0,0.0,1.0,5.0,0.0,1.0,12.0
63035,3,33460.0,58,0,57,0.0,22.0,1.0,1.0,4.0,5.0,0.0,1.0,11.0
63036,3,33460.0,57,0,57,0.0,22.0,1.0,0.0,1.0,5.0,0.0,1.0,10.0
63037,3,33460.0,29,0,57,0.0,22.0,2.0,1.0,7.0,5.0,0.0,4.0,12.0
63041,1,33460.0,42,0,57,0.0,22.0,0.0,1.0,7.0,5.0,0.0,1.0,13.0
63042,2,33460.0,69,0,57,0.0,22.0,0.0,0.0,1.0,5.0,0.0,1.0,3.0
63043,2,33460.0,34,0,57,0.0,22.0,2.0,1.0,7.0,5.0,0.0,1.0,3.0
63045,4,33460.0,45,0,207,0.0,22.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0
63048,1,33460.0,32,0,57,0.0,22.0,3.0,1.0,4.0,5.0,0.0,1.0,12.0
63049,3,33460.0,59,0,57,0.0,22.0,1.0,1.0,1.0,5.0,0.0,1.0,7.0
63050,3,33460.0,59,0,57,0.0,22.0,1.0,0.0,7.0,5.0,0.0,1.0,7.0
63051,3,33460.0,27,0,57,0.0,22.0,2.0,0.0,7.0,5.0,0.0,1.0,6.0
63054,2,33460.0,48,0,57,0.0,22.0,1.0,1.0,7.0,5.0,0.0,1.0,7.0
63055,3,33460.0,52,0,210,0.0,22.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0
63056,3,33460.0,46,0,57,0.0,22.0,1.0,0.0,4.0,1.0,0.0,1.0,10.0
63058,1,33460.0,66,0,57,0.0,22.0,0.0,1.0,7.0,5.0,0.0,1.0,4.0
63062,4,33460.0,49,0,57,0.0,22.0,1.0,1.0,4.0,2.0,0.0,1.0,3.0
63065,2,33460.0,42,0,57,0.0,22.0,0.0,0.0,7.0,5.0,0.0,1.0,3.0
63066,2,33460.0,41,1,57,0.0,22.0,2.0,1.0,1.0,5.0,0.0,1.0,3.0
63067,5,33460.0,56,0,57,0.0,22.0,1.0,0.0,1.0,5.0,0.0,1.0,6.0
63068,5,33460.0,55,0,57,0.0,22.0,1.0,1.0,1.0,5.0,0.0,1.0,9.0
63069,5,33460.0,22,0,57,0.0,22.0,2.0,0.0,3.0,5.0,0.0,1.0,13.0
63070,5,33460.0,23,0,57,0.0,22.0,2.0,0.0,0.0,5.0,0.0,1.0,12.0
63071,5,33460.0,24,0,57,0.0,22.0,2.0,0.0,7.0,5.0,0.0,1.0,9.0
63072,1,33460.0,41,0,57,0.0,22.0,0.0,1.0,1.0,5.0,0.0,1.0,13.0
63074,2,33460.0,25,0,57,0.0,22.0,2.0,1.0,1.0,5.0,0.0,1.0,8.0
63075,2,33460.0,23,0,57,0.0,22.0,2.0,0.0,1.0,5.0,0.0,1.0,3.0
63079,2,33460.0,66,0,57,0.0,22.0,1.0,0.0,7.0,5.0,0.0,1.0,3.0
63080,4,33460.0,33,0,57,0.0,22.0,1.0,1.0,0.0,5.0,0.0,1.0,12.0
63081,4,33460.0,31,0,57,0.0,22.0,1.0,0.0,0.0,5.0,0.0,1.0,10.0
63086,3,33460.0,29,1,57,0.0,22.0,0.0,0.0,3.0,5.0,0.0,1.0,4.0
63089,2,33460.0,62,0,57,0.0,22.0,1.0,0.0,7.0,5.0,0.0,1.0,10.0
63090,2,33460.0,68,0,57,0.0,22.0,1.0,1.0,1.0,5.0,0.0,1.0,4.0
63095,2,33460.0,52,0,57,0.0,22.0,1.0,0.0,7.0,5.0,0.0,4.0,7.0
63096,2,33460.0,56,0,57,0.0,22.0,1.0,1.0,7.0,5.0,0.0,4.0,7.0
63097,4,33460.0,55,0,57,0.0,22.0,0.0,0.0,7.0,5.0,0.0,1.0,7.0
63101,2,33460.0,36,0,57,0.0,22.0,2.0,1.0,4.0,5.0,0.0,1.0,3.0
63102,2,33460.0,26,0,57,0.0,22.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0
63104,2,33460.0,47,0,57,0.0,22.0,1.0,1.0,1.0,5.0,0.0,1.0,10.0
63105,2,33460.0,47,0,57,0.0,22.0,1.0,0.0,4.0,5.0,0.0,1.0,3.0
63106,1,33460.0,66,0,57,0.0,22.0,2.0,1.0,1.0,5.0,0.0,1.0,3.0
63107,3,33460.0,49,0,429,0.0,22.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0
63108,3,33460.0,59,0,429,0.0,22.0,1.0,1.0,0.0,2.0,1.0,1.0,10.0
63112,1,33460.0,33,0,57,0.0,22.0,3.0,1.0,1.0,5.0,0.0,1.0,12.0
63113,3,33460.0,45,0,57,0.0,22.0,1.0,1.0,7.0,5.0,0.0,1.0,7.0
63114,3,33460.0,44,0,57,0.0,22.0,1.0,0.0,3.0,5.0,0.0,1.0,6.0
63116,4,33460.0,28,0,57,0.0,22.0,1.0,0.0,1.0,5.0,0.0,1.0,6.0
63117,4,33460.0,31,1,303,0.0,22.0,1.0,1.0,3.0,5.0,2.0,1.0,6.0
63120,2,33460.0,54,0,57,0.0,22.0,1.0,1.0,1.0,5.0,0.0,1.0,12.0
63121,2,33460.0,50,0,57,0.0,22.0,1.0,0.0,0.0,5.0,0.0,1.0,13.0
63122,1,33460.0,52,0,57,0.0,22.0,0.0,1.0,7.0,5.0,0.0,1.0,12.0
63123,2,33460.0,39,0,57,0.0,22.0,0.0,0.0,4.0,5.0,0.0,1.0,3.0
63125,1,33460.0,58,0,57,0.0,22.0,2.0,0.0,7.0,2.0,0.0,1.0,4.0
63126,2,33460.0,35,0,57,0.0,22.0,1.0,1.0,4.0,5.0,0.0,1.0,3.0
63127,2,33460.0,29,0,57,0.0,22.0,1.0,0.0,1.0,5.0,0.0,1.0,3.0
63128,2,33460.0,59,0,57,0.0,22.0,0.0,1.0,7.0,5.0,0.0,1.0,13.0
63129,2,33460.0,28,0,57,0.0,22.0,2.0,1.0,3.0,5.0,0.0,1.0,12.0
63130,1,33460.0,25,0,57,0.0,22.0,2.0,1.0,1.0,5.0,0.0,1.0,12.0
63133,4,33460.0,41,1,57,0.0,22.0,1.0,1.0,3.0,5.0,0.0,1.0,12.0
63135,3,33460.0,30,0,57,0.0,22.0,1.0,0.0,1.0,5.0,0.0,1.0,4.0
63136,3,33460.0,30,0,57,0.0,22.0,1.0,1.0,4.0,5.0,0.0,1.0,10.0
63139,2,33460.0,56,0,57,0.0,22.0,1.0,0.0,7.0,5.0,0.0,1.0,12.0
63141,2,33460.0,27,0,57,0.0,22.0,2.0,0.0,0.0,5.0,0.0,1.0,3.0
63142,2,33460.0,25,0,449,0.0,22.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0
63143,3,33460.0,46,0,57,0.0,22.0,1.0,0.0,4.0,5.0,0.0,1.0,4.0
63144,3,33460.0,46,0,57,0.0,22.0,1.0,1.0,4.0,5.0,0.0,1.0,10.0
63146,2,33460.0,74,0,57,0.0,22.0,4.0,1.0,5.0,2.0,0.0,1.0,9.0
63150,2,33460.0,33,0,57,0.0,22.0,2.0,0.0,4.0,5.0,0.0,1.0,3.0
63151,2,33460.0,31,0,57,0.0,22.0,2.0,1.0,1.0,5.0,0.0,1.0,3.0
63153,2,33460.0,57,0,57,0.0,22.0,0.0,1.0,5.0,5.0,0.0,3.0,2.0
63155,4,33460.0,37,0,57,0.0,22.0,1.0,1.0,7.0,5.0,0.0,1.0,2.0
63156,4,33460.0,33,0,57,0.0,22.0,1.0,0.0,0.0,5.0,0.0,1.0,12.0
63160,2,33460.0,64,0,57,0.0,22.0,1.0,0.0,4.0,5.0,0.0,1.0,3.0
63162,2,33460.0,62,0,57,0.0,22.0,1.0,0.0,1.0,5.0,0.0,3.0,12.0
63163,5,33460.0,40,0,57,0.0,22.0,1.0,1.0,4.0,2.0,0.0,1.0,9.0
63170,3,33460.0,35,0,57,0.0,22.0,2.0,1.0,7.0,5.0,0.0,1.0,12.0
63172,1,33460.0,28,0,57,0.0,22.0,2.0,0.0,1.0,2.0,0.0,1.0,12.0
63174,2,33460.0,31,0,57,0.0,22.0,2.0,0.0,3.0,5.0,0.0,1.0,10.0
63179,3,33460.0,44,0,57,0.0,22.0,2.0,1.0,3.0,5.0,0.0,1.0,6.0
63180,3,33460.0,54,0,57,0.0,22.0,2.0,1.0,3.0,5.0,0.0,1.0,6.0
63182,2,33460.0,52,1,316,0.0,22.0,1.0,0.0,3.0,5.0,0.0,1.0,11.0
63183,5,33460.0,57,0,57,0.0,22.0,1.0,1.0,1.0,2.0,0.0,1.0,7.0
63184,5,33460.0,59,0,57,0.0,22.0,1.0,0.0,1.0,2.0,0.0,4.0,10.0
63185,5,33460.0,33,0,57,0.0,22.0,2.0,0.0,1.0,2.0,0.0,1.0,4.0
63188,4,33460.0,27,0,57,0.0,22.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0
63196,5,33460.0,43,1,374,0.0,22.0,0.0,0.0,1.0,5.0,2.0,1.0,3.0
63199,1,33460.0,58,0,57,0.0,22.0,0.0,0.0,6.0,5.0,0.0,1.0,10.0
63201,2,33460.0,48,0,57,0.0,22.0,0.0,1.0,3.0,5.0,0.0,1.0,10.0
63202,1,33460.0,48,0,57,0.0,22.0,0.0,1.0,3.0,5.0,0.0,1.0,7.0
63206,4,33460.0,20,0,57,0.0,22.0,2.0,0.0,3.0,1.0,0.0,1.0,12.0
63207,1,33460.0,51,0,57,0.0,22.0,0.0,0.0,1.0,5.0,0.0,1.0,12.0
63208,7,33460.0,35,0,448,0.0,22.0,1.0,0.0,5.0,2.0,1.0,1.0,3.0
63215,1,33460.0,24,0,57,0.0,22.0,2.0,0.0,1.0,5.0,0.0,1.0,6.0
63216,2,33460.0,77,0,57,0.0,22.0,1.0,1.0,1.0,5.0,0.0,1.0,13.0
63219,4,33460.0,50,0,57,0.0,22.0,1.0,1.0,3.0,5.0,0.0,1.0,13.0
63220,4,33460.0,50,0,57,0.0,22.0,1.0,0.0,0.0,5.0,0.0,1.0,9.0
63221,4,33460.0,20,0,57,0.0,22.0,2.0,1.0,3.0,5.0,0.0,1.0,12.0
63222,4,33460.0,23,0,57,0.0,22.0,2.0,1.0,7.0,5.0,0.0,1.0,10.0
63225,3,33460.0,35,0,57,0.0,22.0,2.0,0.0,4.0,5.0,0.0,1.0,3.0
63227,3,33460.0,37,0,57,0.0,22.0,2.0,0.0,4.0,5.0,0.0,1.0,6.0
63228,2,33460.0,67,0,57,0.0,22.0,1.0,1.0,4.0,5.0,0.0,1.0,12.0
63230,4,33460.0,51,0,57,0.0,22.0,1.0,0.0,1.0,5.0,0.0,1.0,10.0
63231,4,33460.0,51,0,57,0.0,22.0,1.0,1.0,1.0,5.0,0.0,1.0,11.0
63232,4,33460.0,24,0,57,0.0,22.0,2.0,1.0,4.0,5.0,0.0,1.0,10.0
63234,2,33460.0,51,0,57,0.0,22.0,2.0,0.0,7.0,2.0,0.0,4.0,2.0
63235,2,33460.0,23,0,57,0.0,22.0,2.0,1.0,7.0,2.0,0.0,1.0,7.0
63238,3,33460.0,46,0,223,0.0,22.0,1.0,1.0,3.0,1.0,1.0,1.0,7.0
63241,2,33460.0,60,0,57,0.0,22.0,1.0,1.0,7.0,5.0,0.0,1.0,13.0
63242,1,33460.0,53,0,57,0.0,22.0,2.0,0.0,0.0,5.0,0.0,1.0,7.0
63243,1,33460.0,33,0,57,0.0,22.0,2.0,0.0,1.0,5.0,0.0,1.0,6.0
63247,1,33460.0,65,0,57,0.0,22.0,0.0,0.0,4.0,5.0,0.0,1.0,3.0
63249,4,33460.0,61,0,57,0.0,22.0,0.0,0.0,1.0,5.0,0.0,1.0,4.0
63250,4,33460.0,25,1,57,0.0,22.0,2.0,1.0,1.0,2.0,0.0,1.0,10.0
63255,2,33460.0,24,0,57,0.0,22.0,2.0,0.0,1.0,5.0,0.0,1.0,6.0
63256,2,33460.0,25,0,57,0.0,22.0,2.0,0.0,1.0,5.0,0.0,1.0,10.0
63257,1,33460.0,19,0,57,0.0,22.0,2.0,0.0,7.0,5.0,0.0,1.0,3.0
63258,7,33460.0,32,0,242,0.0,22.0,2.0,0.0,3.0,1.0,1.0,1.0,10.0
63267,4,33460.0,36,0,212,0.0,22.0,1.0,0.0,6.0,5.0,0.0,1.0,7.0
63268,4,33460.0,37,0,210,0.0,22.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0
63271,3,33460.0,30,0,57,0.0,22.0,1.0,0.0,1.0,5.0,0.0,1.0,3.0
63272,3,33460.0,29,0,57,0.0,22.0,1.0,1.0,1.0,5.0,0.0,1.0,4.0
63274,2,33460.0,27,0,57,0.0,22.0,2.0,0.0,1.0,5.0,0.0,1.0,12.0
63275,2,33460.0,29,0,57,0.0,22.0,2.0,1.0,1.0,5.0,0.0,1.0,12.0
63276,1,33460.0,60,0,57,0.0,22.0,0.0,0.0,0.0,5.0,0.0,1.0,13.0
63277,2,33460.0,42,0,416,0.0,22.0,1.0,1.0,7.0,2.0,1.0,1.0,13.0
63278,2,33460.0,43,0,416,0.0,22.0,1.0,0.0,5.0,2.0,2.0,1.0,10.0
63279,3,33460.0,51,0,139,0.0,22.0,2.0,1.0,0.0,5.0,0.0,1.0,7.0
63280,3,33460.0,44,0,57,0.0,22.0,2.0,1.0,0.0,5.0,0.0,1.0,13.0
63283,2,33460.0,66,0,57,0.0,22.0,1.0,1.0,7.0,5.0,0.0,1.0,2.0
63284,1,33460.0,55,0,57,0.0,22.0,2.0,1.0,7.0,5.0,0.0,1.0,4.0
63285,2,33460.0,53,0,57,0.0,22.0,4.0,0.0,3.0,5.0,0.0,1.0,6.0
63287,1,33460.0,26,0,57,0.0,22.0,2.0,0.0,1.0,5.0,0.0,1.0,6.0
63288,2,33460.0,63,0,57,0.0,22.0,2.0,1.0,4.0,5.0,0.0,1.0,3.0
63290,1,33460.0,33,0,57,0.0,22.0,2.0,0.0,4.0,5.0,0.0,1.0,3.0
63293,4,33460.0,21,0,248,0.0,22.0,2.0,1.0,7.0,2.0,1.0,1.0,9.0
63294,4,33460.0,25,0,448,0.0,22.0,2.0,0.0,7.0,2.0,1.0,1.0,12.0
63295,1,33460.0,65,0,57,0.0,22.0,2.0,1.0,7.0,5.0,0.0,1.0,10.0
63296,4,33460.0,39,0,217,0.0,22.0,1.0,0.0,3.0,1.0,2.0,1.0,4.0
63297,4,33460.0,32,0,57,0.0,22.0,1.0,1.0,4.0,5.0,0.0,1.0,4.0
63300,6,33460.0,73,0,164,0.0,22.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0
63301,6,33460.0,62,0,57,0.0,22.0,1.0,0.0,6.0,5.0,0.0,1.0,3.0
63306,4,33460.0,43,0,210,0.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
63310,2,33460.0,61,0,57,0.0,22.0,4.0,0.0,0.0,2.0,0.0,1.0,4.0
63311,2,33460.0,24,0,57,0.0,22.0,2.0,1.0,3.0,2.0,0.0,4.0,12.0
63312,3,33460.0,47,0,57,0.0,22.0,2.0,1.0,3.0,5.0,0.0,1.0,6.0
63313,3,33460.0,36,0,57,0.0,22.0,2.0,0.0,3.0,5.0,0.0,1.0,6.0
63314,3,33460.0,45,0,57,0.0,22.0,2.0,1.0,3.0,5.0,0.0,1.0,6.0
63315,3,33460.0,25,0,57,0.0,22.0,2.0,0.0,1.0,5.0,0.0,1.0,10.0
63316,3,33460.0,25,0,57,0.0,22.0,2.0,0.0,1.0,5.0,0.0,1.0,10.0
63317,3,33460.0,25,0,57,0.0,22.0,2.0,0.0,1.0,5.0,0.0,1.0,12.0
63318,1,33460.0,53,0,57,0.0,22.0,2.0,0.0,0.0,5.0,0.0,1.0,10.0
63319,1,33460.0,50,0,215,0.0,22.0,0.0,0.0,1.0,1.0,2.0,1.0,6.0
63320,2,33460.0,35,0,57,0.0,22.0,2.0,1.0,4.0,0.0,0.0,1.0,3.0
63321,2,33460.0,60,0,57,0.0,22.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0
63322,2,33460.0,50,0,57,0.0,22.0,1.0,1.0,4.0,2.0,0.0,1.0,7.0
63323,2,33460.0,53,0,57,0.0,22.0,1.0,0.0,0.0,5.0,0.0,1.0,10.0
63324,4,33460.0,38,0,210,0.0,22.0,1.0,1.0,4.0,1.0,2.0,1.0,10.0
63325,4,33460.0,32,0,210,0.0,22.0,1.0,0.0,4.0,1.0,2.0,1.0,7.0
63328,2,33460.0,55,0,57,0.0,22.0,0.0,0.0,7.0,5.0,0.0,1.0,6.0
63329,2,33460.0,37,0,57,0.0,22.0,2.0,1.0,3.0,5.0,0.0,1.0,7.0
63332,4,33460.0,39,0,301,0.0,22.0,1.0,1.0,4.0,5.0,2.0,1.0,5.0
63333,4,33460.0,37,0,57,0.0,22.0,1.0,0.0,0.0,5.0,0.0,1.0,3.0
63336,3,33460.0,53,0,57,0.0,22.0,3.0,0.0,2.0,5.0,0.0,1.0,3.0
63339,2,33460.0,41,1,73,0.0,22.0,2.0,0.0,1.0,5.0,0.0,1.0,10.0
63340,2,33460.0,49,0,57,0.0,22.0,2.0,0.0,1.0,5.0,0.0,1.0,10.0
63344,1,33460.0,49,0,57,0.0,22.0,0.0,0.0,3.0,5.0,0.0,1.0,4.0
63345,2,33460.0,60,1,57,0.0,22.0,1.0,1.0,1.0,5.0,0.0,1.0,7.0
63346,2,33460.0,58,1,57,0.0,22.0,1.0,0.0,3.0,5.0,0.0,1.0,10.0
63347,1,33460.0,52,0,57,0.0,22.0,0.0,1.0,4.0,5.0,0.0,1.0,9.0
63352,4,33460.0,17,0,427,0.0,22.0,2.0,0.0,5.0,2.0,1.0,1.0,3.0
63353,4,33460.0,19,0,427,0.0,22.0,2.0,1.0,5.0,2.0,1.0,4.0,3.0
63354,2,33460.0,53,0,57,0.0,22.0,1.0,1.0,1.0,5.0,0.0,1.0,4.0
63355,2,33460.0,53,0,57,0.0,22.0,1.0,0.0,1.0,5.0,0.0,1.0,3.0
63357,5,33460.0,41,1,303,0.0,22.0,1.0,1.0,3.0,5.0,2.0,1.0,3.0
63361,3,33460.0,56,0,57,0.0,22.0,1.0,1.0,5.0,5.0,0.0,1.0,7.0
63362,3,33460.0,55,0,57,0.0,22.0,1.0,0.0,3.0,5.0,0.0,1.0,7.0
63363,3,33460.0,31,0,57,0.0,22.0,0.0,1.0,3.0,5.0,0.0,1.0,2.0
63364,4,33460.0,28,0,57,0.0,22.0,2.0,1.0,0.0,5.0,0.0,1.0,6.0
63365,4,33460.0,27,0,57,0.0,22.0,2.0,0.0,7.0,5.0,0.0,1.0,12.0
63366,4,33460.0,28,0,57,0.0,22.0,2.0,0.0,7.0,5.0,0.0,1.0,12.0
63367,4,33460.0,34,0,57,0.0,22.0,2.0,1.0,7.0,5.0,0.0,1.0,6.0
63368,2,33460.0,66,0,57,0.0,22.0,0.0,0.0,0.0,5.0,0.0,1.0,7.0
63370,3,33460.0,19,0,57,0.0,22.0,2.0,1.0,3.0,5.0,0.0,1.0,2.0
63373,1,33460.0,52,0,57,0.0,22.0,1.0,0.0,0.0,5.0,0.0,1.0,9.0
63374,3,33460.0,31,0,57,0.0,22.0,1.0,1.0,7.0,5.0,0.0,1.0,10.0
63376,3,33460.0,27,0,57,0.0,22.0,2.0,0.0,4.0,5.0,0.0,1.0,10.0
63378,2,33460.0,55,0,57,0.0,22.0,1.0,0.0,4.0,5.0,0.0,1.0,4.0
63379,2,33460.0,54,0,57,0.0,22.0,1.0,1.0,1.0,5.0,0.0,1.0,4.0
63380,4,33460.0,34,0,448,0.0,22.0,2.0,0.0,7.0,2.0,1.0,1.0,3.0
63384,2,33460.0,78,0,57,0.0,22.0,1.0,1.0,4.0,5.0,0.0,1.0,10.0
63386,2,33460.0,66,0,57,0.0,22.0,1.0,0.0,7.0,5.0,0.0,1.0,3.0
63387,2,33460.0,72,0,57,0.0,22.0,1.0,1.0,7.0,5.0,0.0,1.0,12.0
63388,4,33460.0,49,0,57,0.0,22.0,1.0,0.0,0.0,5.0,0.0,1.0,13.0
63389,4,33460.0,54,0,57,0.0,22.0,1.0,1.0,7.0,5.0,0.0,1.0,13.0
63394,3,33460.0,50,0,57,0.0,22.0,2.0,1.0,3.0,5.0,0.0,1.0,2.0
63395,2,33460.0,43,0,57,0.0,22.0,2.0,0.0,3.0,2.0,0.0,1.0,3.0
63397,1,33460.0,23,0,57,0.0,22.0,2.0,1.0,1.0,5.0,0.0,1.0,4.0
63400,1,33460.0,38,0,57,0.0,22.0,2.0,1.0,1.0,5.0,0.0,1.0,4.0
63401,2,33460.0,23,0,57,0.0,22.0,2.0,0.0,1.0,5.0,0.0,1.0,7.0
63403,4,33460.0,49,0,57,0.0,22.0,1.0,1.0,3.0,5.0,0.0,1.0,10.0
63404,4,33460.0,48,0,57,0.0,22.0,1.0,0.0,3.0,5.0,0.0,1.0,4.0
63405,4,33460.0,16,0,57,0.0,22.0,2.0,0.0,5.0,5.0,0.0,1.0,6.0
63406,4,33460.0,18,0,57,0.0,22.0,2.0,0.0,3.0,5.0,0.0,1.0,6.0
63407,1,33460.0,44,0,57,0.0,22.0,0.0,1.0,7.0,5.0,0.0,1.0,6.0
63409,2,33460.0,50,0,57,0.0,22.0,2.0,0.0,5.0,2.0,0.0,1.0,3.0
63412,2,33460.0,53,0,57,0.0,22.0,2.0,1.0,3.0,3.0,0.0,1.0,3.0
63414,2,33460.0,31,0,217,0.0,22.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
63416,3,33460.0,23,0,57,0.0,22.0,2.0,1.0,1.0,5.0,0.0,1.0,3.0
63417,3,33460.0,24,1,329,0.0,22.0,2.0,1.0,1.0,5.0,2.0,1.0,9.0
63418,3,33460.0,24,0,57,0.0,22.0,2.0,1.0,1.0,5.0,0.0,1.0,9.0
63419,4,33460.0,39,0,223,0.0,22.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0
63423,3,33460.0,36,0,57,0.0,22.0,1.0,1.0,4.0,5.0,0.0,1.0,10.0
63424,3,33460.0,37,0,57,0.0,22.0,1.0,0.0,2.0,5.0,0.0,1.0,3.0
